,organisms,Oxygen.tolerance
13766,Brucella sp.,aerobe
13767,Ochrobactrum teleogrylli,aerobe
13768,Brucella tritici,aerobe
13769,Octadecabacter ponticola,aerobe
13770,Oecophyllibacter saccharovorans,aerobe
13771,Oerskovia enterophila,aerobe
13772,Oerskovia jenensis,aerobe
13773,Oerskovia paurometabola,aerobe
13774,Oharaeibacter diazotrophicus,aerobe
13775,Ohtaekwangia koreensis,aerobe
13776,Ohtaekwangia kribbensis,aerobe
13777,Okibacterium endophyticum,aerobe
13778,Oleiagrimonas citrea,aerobe
13779,Oleiagrimonas soli,aerobe
13780,Thalassolituus maritimus,aerobe
13781,Oleiharenicola alkalitolerans,aerobe
13782,Oleisolibacter albus,aerobe
13783,Oligella urethralis,aerobe
13784,Oligella urethralis,aerobe
13785,Olivibacter composti,aerobe
13786,Olivibacter domesticus,aerobe
13787,Olivibacter ginsengisoli,aerobe
13788,Olivibacter jilunii,aerobe
13789,Olivibacter sitiensis,aerobe
13790,Olivibacter soli,aerobe
13791,Olivibacter terrae,aerobe
13792,Olleya algicola,aerobe
13793,Olleya aquimaris,aerobe
13794,Olleya marilimosa,aerobe
13795,Olleya namhaensis,aerobe
13796,Orbus hercynius,aerobe
13797,Ornithinibacillus halophilus,aerobe
13798,Ornithinibacillus salinisoli,aerobe
13799,Ornithinibacillus sp.,aerobe
13800,Ornithinibacillus sp.,aerobe
13801,Ornithinibacter aureus,aerobe
13802,Ornithinicoccus halotolerans,aerobe
13803,Ornithinicoccus hortensis,aerobe
13804,Ornithinimicrobium cavernae,aerobe
13805,Ornithinimicrobium cerasi,aerobe
13806,Ornithinimicrobium flavum,aerobe
13807,Ornithinimicrobium kibberense,aerobe
13808,Ornithinimicrobium murale,aerobe
13809,Ornithinimicrobium muralis,aerobe
13810,Ornithinimicrobium pekingense,aerobe
13811,Ornithinimicrobium tianjinense,aerobe
13812,Oryzihumus leptocrescens,aerobe
13813,Oryzihumus soli,aerobe
13814,Oryzisolibacter propanilivorax,aerobe
13815,Ottowia konkukae,aerobe
13816,Owenweeksia hongkongensis,aerobe
13817,Oxalicibacterium flavum,aerobe
13818,Pacificibacter marinus,aerobe
13819,Paenalcaligenes hominis,aerobe
13820,Paenarthrobacter histidinolovorans,aerobe
13821,Paenarthrobacter nicotinovorans,aerobe
13822,Paenarthrobacter nitroguajacolicus,aerobe
13823,Paenibacillus aestuarii,aerobe
13824,Paenibacillus alkaliterrae,aerobe
13825,Paenibacillus alvei,aerobe
13826,Paenibacillus alvei,aerobe
13827,Paenibacillus amylolyticus,aerobe
13828,Paenibacillus anseongense,aerobe
13829,Paenibacillus arachidis,aerobe
13830,Paenibacillus arcticus,aerobe
13831,Paenibacillus assamensis,aerobe
13832,Paenibacillus aurantiacus,aerobe
13833,Paenibacillus azotifigens,aerobe
13834,Paenibacillus baekrokdamisoli,aerobe
13835,Paenibacillus barengoltzii,aerobe
13836,Paenibacillus barengoltzii,aerobe
13837,Paenibacillus barengoltzii,aerobe
13838,Paenibacillus barengoltzii,aerobe
13839,Paenibacillus barengoltzii,aerobe
13840,Paenibacillus barengoltzii,aerobe
13841,Paenibacillus borealis,aerobe
13842,Paenibacillus bovis,aerobe
13843,Paenibacillus castaneae,aerobe
13844,Paenibacillus catalpae,aerobe
13845,Paenibacillus cathormii,aerobe
13846,Paenibacillus cavernae,aerobe
13847,Paenibacillus chartarius,aerobe
13848,Paenibacillus chitinolyticus,aerobe
13849,Paenibacillus chungangensis,aerobe
13850,Paenibacillus cineris,aerobe
13851,Paenibacillus cisolokensis,aerobe
13852,Paenibacillus contaminans,aerobe
13853,Paenibacillus cucumis,aerobe
13854,Paenibacillus daejeonensis,aerobe
13855,Paenibacillus donghaensis,aerobe
13856,Paenibacillus doosanensis,aerobe
13857,Paenibacillus esterisolvens,aerobe
13858,Paenibacillus eucommiae,aerobe
13859,Paenibacillus filicis,aerobe
13860,Paenibacillus flagellatus,aerobe
13861,Paenibacillus gansuensis,aerobe
13862,Paenibacillus ginsengarvi,aerobe
13863,Paenibacillus ginsengihumi,aerobe
13864,Paenibacillus glacialis,aerobe
13865,Paenibacillus glucanolyticus,aerobe
13866,Paenibacillus glucanolyticus,aerobe
13867,Paenibacillus glucanolyticus,aerobe
13868,Paenibacillus harenae,aerobe
13869,Paenibacillus hodogayensis,aerobe
13870,Paenibacillus humicus,aerobe
13871,Paenibacillus humicus,aerobe
13872,Paenibacillus hunanensis,aerobe
13873,Paenibacillus illinoisensis,aerobe
13874,Paenibacillus konkukensis,aerobe
13875,Paenibacillus koreensis,aerobe
13876,Paenibacillus lactis,aerobe
13877,Paenibacillus lactis,aerobe
13878,Paenibacillus lacus,aerobe
13879,Paenibacillus larvae,aerobe
13880,Paenibacillus larvae,aerobe
13881,Paenibacillus larvae,aerobe
13882,Paenibacillus larvae,aerobe
13883,Paenibacillus larvae,aerobe
13884,Paenibacillus larvae,aerobe
13885,Paenibacillus larvae,aerobe
13886,Paenibacillus lautus,aerobe
13887,Paenibacillus lautus,aerobe
13888,Paenibacillus lautus,aerobe
13889,Paenibacillus lentimorbus,aerobe
13890,Paenibacillus liaoningensis,aerobe
13891,Paenibacillus limicola,aerobe
13892,Paenibacillus luteus,aerobe
13893,Paenibacillus lycopersici,aerobe
13894,Paenibacillus macerans,aerobe
13895,Paenibacillus macquariensis,aerobe
13896,Paenibacillus marchantiophytorum,aerobe
13897,Paenibacillus massiliensis,aerobe
13898,Paenibacillus massiliensis subsp. panacisoli,aerobe
13899,Paenibacillus methanolicus,aerobe
13900,Paenibacillus mobilis,aerobe
13901,Paenibacillus montanisoli,aerobe
13902,Paenibacillus motobuensis,aerobe
13903,Paenibacillus motobuensis,aerobe
13904,Paenibacillus mucilaginosus,aerobe
13905,Paenibacillus nanensis,aerobe
13906,Paenibacillus naphthalenovorans,aerobe
13907,Paenibacillus nasutitermitis,aerobe
13908,Paenibacillus nebraskensis,aerobe
13909,Paenibacillus oceanisediminis,aerobe
13910,Paenibacillus pabuli,aerobe
13911,Paenibacillus paeoniae,aerobe
13912,Paenibacillus pasadenensis,aerobe
13913,Paenibacillus pectinilyticus,aerobe
13914,Paenibacillus periandrae,aerobe
13915,Paenibacillus phoenicis,aerobe
13916,Paenibacillus phoenicis,aerobe
13917,Paenibacillus phoenicis,aerobe
13918,Paenibacillus phoenicis,aerobe
13919,Paenibacillus phoenicis,aerobe
13920,Paenibacillus phoenicis,aerobe
13921,Paenibacillus pinihumi,aerobe
13922,Paenibacillus pinistramenti,aerobe
13923,Paenibacillus piri,aerobe
13924,Paenibacillus polysaccharolyticus,aerobe
13925,Paenibacillus popilliae,aerobe
13926,Paenibacillus prosopidis,aerobe
13927,Paenibacillus provencensis,aerobe
13928,Paenibacillus pueri,aerobe
13929,Paenibacillus qinlingensis,aerobe
13930,Paenibacillus radicis,aerobe
13931,Paenibacillus residui,aerobe
13932,Paenibacillus residui,aerobe
13933,Paenibacillus rhizophilus,aerobe
13934,Paenibacillus rhizoplanae,aerobe
13935,Paenibacillus rhizosphaerae,aerobe
13936,Paenibacillus rhizovicinus,aerobe
13937,Paenibacillus rigui,aerobe
13938,Paenibacillus sanguinis,aerobe
13939,Paenibacillus sediminis,aerobe
13940,Paenibacillus senegalimassiliensis,aerobe
13941,Paenibacillus shirakamiensis,aerobe
13942,Paenibacillus shunpengii,aerobe
13943,Paenibacillus solanacearum,aerobe
13944,Paenibacillus solani,aerobe
13945,Paenibacillus soli,aerobe
13946,Paenibacillus sonchi,aerobe
13947,Paenibacillus sp.,aerobe
13948,Paenibacillus sp.,aerobe
13949,Paenibacillus sp.,aerobe
13950,Paenibacillus sp.,aerobe
13951,Paenibacillus sp.,aerobe
13952,Paenibacillus sp.,aerobe
13953,Paenibacillus sp.,aerobe
13954,Paenibacillus sp.,aerobe
13955,Paenibacillus sp.,aerobe
13956,Paenibacillus sp.,aerobe
13957,Paenibacillus sp.,aerobe
13958,Paenibacillus sp.,aerobe
13959,Paenibacillus sp.,aerobe
13960,Paenibacillus sp.,aerobe
13961,Paenibacillus sp.,aerobe
13962,Paenibacillus stellifer,aerobe
13963,Paenibacillus stellifer,aerobe
13964,Paenibacillus stellifer,aerobe
13965,Paenibacillus stellifer,aerobe
13966,Paenibacillus tarimensis,aerobe
13967,Paenibacillus terreus,aerobe
13968,Paenibacillus thailandensis,aerobe
13969,Paenibacillus thalictri,aerobe
13970,Paenibacillus thermoaerophilus,aerobe
13971,Paenibacillus tianmuensis,aerobe
13972,Paenibacillus timonensis,aerobe
13973,Paenibacillus translucens,aerobe
13974,Paenibacillus tritici,aerobe
13975,Paenibacillus urinalis,aerobe
13976,Paenibacillus validus,aerobe
13977,Paenibacillus validus,aerobe
13978,Paenibacillus validus,aerobe
13979,Paenibacillus vulneris,aerobe
13980,Paenibacillus xanthanilyticus,aerobe
13981,Paenibacillus xinjiangensis,aerobe
13982,Paenibacillus xylanisolvens,aerobe
13983,Paenibacillus tengchongensis,aerobe
13984,Paenibacillus zeisoli,aerobe
13985,Paeniglutamicibacter antarcticus,aerobe
13986,Paeniglutamicibacter gangotriensis,aerobe
13987,Paeniglutamicibacter kerguelensis,aerobe
13988,Paeniglutamicibacter psychrophenolicus,aerobe
13989,Palleronia caenipelagi,aerobe
13990,Paenisporosarcina indica,aerobe
13991,Paenisporosarcina quisquiliarum,aerobe
13992,Paenochrobactrum gallinarii,aerobe
13993,Paenochrobactrum glaciei,aerobe
13994,Palleronia marisminoris,aerobe
13995,Paludifilum halophilum,aerobe
13996,Paludirhabdus pumila,aerobe
13997,Paludirhabdus telluriireducens,aerobe
13998,Paludisphaera borealis,aerobe
13999,Panacibacter ginsenosidivorans,aerobe
14000,Pandoraea apista,aerobe
14001,Pandoraea faecigallinarum,aerobe
14002,Pandoraea norimbergensis,aerobe
14003,Pandoraea pnomenusa,aerobe
14004,Pandoraea pnomenusa,aerobe
14005,Pandoraea pnomenusa,aerobe
14006,Pandoraea pnomenusa,aerobe
14007,Pandoraea sp.,aerobe
14008,Pandoraea sputorum,aerobe
14009,Pandoraea thiooxydans,aerobe
14010,Pannonibacter carbonis,aerobe
14011,Pannonibacter phragmitetus,aerobe
14012,Pantoea agglomerans,aerobe
14013,Pantoea agglomerans,aerobe
14014,Pantoea agglomerans,aerobe
14015,Mixta calida,aerobe
14016,Mixta calida,aerobe
14017,Mixta calida,aerobe
14018,Mixta calida,aerobe
14019,Mixta calida,aerobe
14020,Mixta calida,aerobe
14021,Pantoea dispersa,aerobe
14022,Pantoea dispersa,aerobe
14023,Pantoea eucrina,aerobe
14024,Mixta gaviniae,aerobe
14025,Pantoea septica,aerobe
14026,Pantoea septica,aerobe
14027,Pantoea septica,aerobe
14028,Pantoea septica,aerobe
14029,Pantoea septica,aerobe
14030,Mixta theicola,aerobe
14031,Paraburkholderia acidipaludis,aerobe
14032,Paraburkholderia atlantica,aerobe
14033,Paraburkholderia azotifigens,aerobe
14034,Paraburkholderia bryophila,aerobe
14035,Paraburkholderia bryophila,aerobe
14036,Paraburkholderia bryophila,aerobe
14037,Paraburkholderia bryophila,aerobe
14038,Paraburkholderia bryophila,aerobe
14039,Paraburkholderia bryophila,aerobe
14040,Paraburkholderia bryophila,aerobe
14041,Paraburkholderia bryophila,aerobe
14042,Paraburkholderia bryophila,aerobe
14043,Paraburkholderia bryophila,aerobe
14044,Paraburkholderia bryophila,aerobe
14045,Paraburkholderia bryophila,aerobe
14046,Paraburkholderia bryophila,aerobe
14047,Paraburkholderia caseinilytica,aerobe
14048,Paraburkholderia diazotrophica,aerobe
14049,Paraburkholderia dinghuensis,aerobe
14050,Paraburkholderia ferrariae,aerobe
14051,Paraburkholderia franconis,aerobe
14052,Paraburkholderia fungorum,aerobe
14053,Paraburkholderia ginsengisoli,aerobe
14054,Paraburkholderia ginsengiterrae,aerobe
14055,Paraburkholderia graminis,aerobe
14056,Paraburkholderia heleia,aerobe
14057,Paraburkholderia hospita,aerobe
14058,Paraburkholderia kururiensis,aerobe
14059,Paraburkholderia megapolitana,aerobe
14060,Paraburkholderia megapolitana,aerobe
14061,Paraburkholderia megapolitana,aerobe
14062,Paraburkholderia mimosarum,aerobe
14063,Paraburkholderia nodosa,aerobe
14064,Paraburkholderia oxyphila,aerobe
14065,Paraburkholderia pallida,aerobe
14066,Paraburkholderia pallidirosea,aerobe
14067,Paraburkholderia phenoliruptrix,aerobe
14068,Paraburkholderia phosphatilytica,aerobe
14069,Paraburkholderia phymatum,aerobe
14070,Paraburkholderia phytofirmans,aerobe
14071,Paraburkholderia sabiae,aerobe
14072,Paraburkholderia sacchari,aerobe
14073,Paraburkholderia sartisoli,aerobe
14074,Paraburkholderia sartisoli,aerobe
14075,Paraburkholderia sediminicola,aerobe
14076,Paraburkholderia silvatlantica,aerobe
14077,Paraburkholderia silviterrae,aerobe
14078,Paraburkholderia telluris,aerobe
14079,Paraburkholderia terrae,aerobe
14080,Paraburkholderia terricola,aerobe
14081,Paraburkholderia tropica,aerobe
14082,Paraburkholderia tuberum,aerobe
14083,Paraburkholderia xenovorans,aerobe
14084,Paraburkholderia xenovorans,aerobe
14085,Paracandidimonas caeni,aerobe
14086,Paracoccus acridae,aerobe
14087,Paracoccus aeridis,aerobe
14088,Paracoccus aerius,aerobe
14089,Paracoccus aestuarii,aerobe
14090,Paracoccus alimentarius,aerobe
14091,Paracoccus cavernae,aerobe
14092,Paracoccus chinensis,aerobe
14093,Paracoccus communis,aerobe
14094,Paracoccus contaminans,aerobe
14095,Paracoccus denitrificans,aerobe
14096,Paracoccus fistulariae,aerobe
14097,Paracoccus fontiphilus,aerobe
14098,Paracoccus haematequi,aerobe
14099,Paracoccus haeundaensis,aerobe
14100,Paracoccus halophilus,aerobe
14101,Paracoccus hibisci,aerobe
14102,Paracoccus hibiscisoli,aerobe
14103,Paracoccus isoporae,aerobe
14104,Paracoccus koreensis,aerobe
14105,Paracoccus litorisediminis,aerobe
14106,Paracoccus luteus,aerobe
14107,Paracoccus mangrovi,aerobe
14108,Paracoccus marinus,aerobe
14109,Paracoccus nototheniae,aerobe
14110,Paracoccus rhizosphaerae,aerobe
14111,Paracoccus salipaludis,aerobe
14112,Paracoccus saliphilus,aerobe
14113,Paracoccus sediminilitoris,aerobe
14114,Paracoccus sordidisoli,aerobe
14115,Paracoccus sp.,aerobe
14116,Paracoccus sp.,aerobe
14117,Paracoccus sp.,aerobe
14118,Paracoccus sp.,aerobe
14119,Paracoccus sp.,aerobe
14120,Paracoccus sp.,aerobe
14121,Paracoccus sphaerophysae,aerobe
14122,Paracoccus subflavus,aerobe
14123,Paracoccus tegillarcae,aerobe
14124,Paracoccus tibetensis,aerobe
14125,Paracoccus yeei,aerobe
14126,Paracoccus yeei,aerobe
14127,Paracoccus yeei,aerobe
14128,Paracoccus yeei,aerobe
14129,Paracoccus yeei,aerobe
14130,Paracoccus yeei,aerobe
14131,Paracoccus yeei,aerobe
14132,Paraferrimonas haliotis,aerobe
14133,Parafilimonas rhizosphaerae,aerobe
14134,Parafrigoribacterium mesophilum,aerobe
14135,Parageobacillus thermoglucosidasius,aerobe
14136,Parageobacillus toebii,aerobe
14137,Paraglaciecola aestuariivivens,aerobe
14138,Paraglaciecola agarilytica,aerobe
14139,Paraglaciecola aquimarina,aerobe
14140,Paraglaciecola hydrolytica,aerobe
14141,Paraglaciecola mesophila,aerobe
14142,Paraglaciecola mesophila,aerobe
14143,Paraglaciecola mesophila,aerobe
14144,Paraglaciecola oceanifecundans,aerobe
14145,Paraglaciecola polaris,aerobe
14146,Parahaliea maris,aerobe
14147,Parahaliea mediterranea,aerobe
14148,Paroceanicella profunda,aerobe
14149,Paraoerskovia marina,aerobe
14150,Parapedobacter composti,aerobe
14151,Parapedobacter deserti,aerobe
14152,Parapedobacter koreensis,aerobe
14153,Parapedobacter luteus,aerobe
14154,Parapedobacter lycopersici,aerobe
14155,Parapedobacter pyrenivorans,aerobe
14156,Parapedobacter soli,aerobe
14157,Paraperlucidibaca baekdonensis,aerobe
14158,Paraperlucidibaca wandonensis,aerobe
14159,Salipiger pallidus,aerobe
14160,Paraphotobacterium marinum,aerobe
14161,Parapusillimonas granuli,aerobe
14162,Pararhizobium antarcticum,aerobe
14163,Pararhodobacter zhoushanensis,aerobe
14164,Parasediminibacterium paludis,aerobe
14165,Parasegetibacter luojiensis,aerobe
14166,Parashewanella curva,aerobe
14167,Parasphingopyxis algicola,aerobe
14168,Parasphingopyxis lamellibrachiae,aerobe
14169,Parvibaculum hydrocarboniclasticum,aerobe
14170,Parvibaculum lavamentivorans,aerobe
14171,Parvibaculum sedimenti,aerobe
14172,Parvibium lacunae,aerobe
14173,Parvularcula lutaonensis,aerobe
14174,Parvularcula marina,aerobe
14175,Pasteurella aerogenes,aerobe
14176,Pasteurella aerogenes,aerobe
14177,Pasteurella aerogenes,aerobe
14178,Pasteurella aerogenes,aerobe
14179,Pasteurella caecimuris,aerobe
14180,Pasteurella dagmatis,aerobe
14181,Pasteurella dagmatis,aerobe
14182,Pasteurella multocida,aerobe
14183,Pasteurella multocida,aerobe
14184,Pasteurella multocida,aerobe
14185,Pasteurella multocida,aerobe
14186,Pasteurella multocida,aerobe
14187,Pasteurella multocida subsp. gallicida,aerobe
14188,Pasteurella multocida subsp. gallicida,aerobe
14189,Pasteurella multocida subsp. gallicida,aerobe
14190,Pasteurella multocida subsp. septica,aerobe
14191,Pasteurella multocida subsp. septica,aerobe
14192,Pasteurella oralis,aerobe
14193,Pasteurella stomatis,aerobe
14194,Pasteurella testudinis,aerobe
14195,Patulibacter americanus,aerobe
14196,Patulibacter brassicae,aerobe
14197,Patulibacter ginsengiterrae,aerobe
14198,Patulibacter medicamentivorans,aerobe
14199,Patulibacter minatonensis,aerobe
14200,Roseateles oligotrophus,aerobe
14201,Roseateles toxinivorans,aerobe
14202,Paucisalibacillus globulus,aerobe
14203,Pectobacterium carotovorum,aerobe
14204,Pediococcus argentinicus,aerobe
14205,Pediococcus inopinatus,aerobe
14206,Pediococcus inopinatus,aerobe
14207,Pediococcus parvulus,aerobe
14208,Pediococcus stilesii,aerobe
14209,Pedobacter agri,aerobe
14210,Pedobacter agrisoli,aerobe
14211,Pedobacter alluvionis,aerobe
14212,Pedobacter aquatilis,aerobe
14213,Pedobacter arcticus,aerobe
14214,Pedobacter borealis,aerobe
14215,Pedobacter boryungensis,aerobe
14216,Pedobacter caeni,aerobe
14217,Pedobacter chinensis,aerobe
14218,Pedobacter chitinilyticus,aerobe
14219,Daejeonella composti,aerobe
14220,Pedobacter daechungensis,aerobe
14221,Pedobacter ginsengiterrae,aerobe
14222,Pedobacter ginsenosidimutans,aerobe
14223,Pedobacter himalayensis,aerobe
14224,Pedobacter humi,aerobe
14225,Pedobacter indicus,aerobe
14226,Pedobacter insulae,aerobe
14227,Pedobacter jamesrossensis,aerobe
14228,Pedobacter koreensis,aerobe
14229,Pedobacter lentus,aerobe
14230,Pedobacter lusitanus,aerobe
14231,Pedobacter lycopersici,aerobe
14232,Pedobacter miscanthi,aerobe
14233,Pedobacter mongoliensis,aerobe
14234,Pedobacter nutrimenti,aerobe
14235,Pedobacter nyackensis,aerobe
14236,Pedobacter panaciterrae,aerobe
14237,Pedobacter psychrophilus,aerobe
14238,Pedobacter psychrotolerans,aerobe
14239,Pedobacter quisquiliarum,aerobe
14240,Pedobacter roseus,aerobe
14241,Pedobacter sandarakinus,aerobe
14242,Pedobacter schmidteae,aerobe
14243,Pedobacter solisilvae,aerobe
14244,Pedobacter sp.,aerobe
14245,Pedobacter suwonensis,aerobe
14246,Pedobacter terrae,aerobe
14247,Pedobacter terricola,aerobe
14248,Pedobacter vanadiisoli,aerobe
14249,Pedobacter yulinensis,aerobe
14250,Pedobacter zeae,aerobe
14251,Pedococcus aerophilus,aerobe
14252,Pedococcus badiiscoriae,aerobe
14253,Pedococcus bigeumensis,aerobe
14254,Pedococcus cremeus,aerobe
14255,Pedococcus dokdonensis,aerobe
14256,Pedococcus ginsenosidimutans,aerobe
14257,Pelagibacterium lacus,aerobe
14258,Pelagibacterium lentulum,aerobe
14259,Pelagibacterium montanilacus,aerobe
14260,Pelagibacterium sediminicola,aerobe
14261,Pelagibaculum spongiae,aerobe
14262,Pelagibius litoralis,aerobe
14263,Pelagicoccus albus,aerobe
14264,Pelagicoccus croceus,aerobe
14265,Pelagicoccus litoralis,aerobe
14266,Pelagicoccus mobilis,aerobe
14267,Shimia litoralis,aerobe
14268,Zongyanglinia marina,aerobe
14269,Pelagimonas phthalicica,aerobe
14270,Pelagimonas varians,aerobe
14271,Roseovarius dicentrarchi,aerobe
14272,Pelagivirga sediminicola,aerobe
14273,Pelistega europaea,aerobe
14274,Pelistega europaea,aerobe
14275,Pelistega suis,aerobe
14276,Pelomonas aquatica,aerobe
14277,Pelomonas aquatica,aerobe
14278,Pelomonas aquatica,aerobe
14279,Pelomonas aquatica,aerobe
14280,Pelomonas aquatica,aerobe
14281,Pelomonas aquatica,aerobe
14282,Pelomonas aquatica,aerobe
14283,Pelomonas aquatica,aerobe
14284,Pelomonas aquatica,aerobe
14285,Roseateles puraquae,aerobe
14286,Roseateles puraquae,aerobe
14287,Roseateles puraquae,aerobe
14288,Roseateles puraquae,aerobe
14289,Roseateles saccharophilus,aerobe
14290,Roseateles saccharophilus,aerobe
14291,Roseateles saccharophilus,aerobe
14292,Roseateles saccharophilus,aerobe
14293,Roseateles saccharophilus,aerobe
14294,Roseateles saccharophilus,aerobe
14295,Roseateles saccharophilus,aerobe
14296,Roseateles sp.,aerobe
14297,Roseateles sp.,aerobe
14298,Perexilibacter aurantiacus,aerobe
14299,Peribacillus acanthi,aerobe
14300,Peribacillus alkalitolerans,aerobe
14301,Peribacillus butanolivorans,aerobe
14302,Peribacillus cavernae,aerobe
14303,Peribacillus deserti,aerobe
14304,Peribacillus frigoritolerans,aerobe
14305,Peribacillus glennii,aerobe
14306,Peribacillus kribbensis,aerobe
14307,Peribacillus loiseleuriae,aerobe
14308,Peribacillus muralis,aerobe
14309,Peribacillus saganii,aerobe
14310,Periweissella fabalis,aerobe
14311,Perlucidibaca aquatica,aerobe
14312,Persicirhabdus sediminis,aerobe
14313,Persicitalea jodogahamensis,aerobe
14314,Petrotoga mexicana,aerobe
14315,Phaeobacter inhibens,aerobe
14316,Phaeobacter italicus,aerobe
14317,Phaeobacter piscinae,aerobe
14318,Phaeobacter porticola,aerobe
14319,Phaeocystidibacter luteus,aerobe
14320,Phaeodactylibacter luteus,aerobe
14321,Phaselicystis flava,aerobe
14322,Phenylobacterium composti,aerobe
14323,Phenylobacterium conjunctum,aerobe
14324,Phenylobacterium deserti,aerobe
14325,Phenylobacterium hankyongense,aerobe
14326,Phenylobacterium immobile,aerobe
14327,Phenylobacterium koreense,aerobe
14328,Phenylobacterium muchangponense,aerobe
14329,Phenylobacterium panacis,aerobe
14330,Phocaeicola coprophilus,aerobe
14331,Photobacterium alginatilyticum,aerobe
14332,Photobacterium aphoticum,aerobe
14333,Photobacterium aquimaris,aerobe
14334,Vibrio damselae,aerobe
14335,Photobacterium gaetbulicola,aerobe
14336,Photobacterium ganghwense,aerobe
14337,Photobacterium lutimaris,aerobe
14338,Photobacterium phosphoreum,aerobe
14339,Photobacterium proteolyticum,aerobe
14340,Photobacterium salinisoli,aerobe
14341,Photobacterium sp.,aerobe
14342,Photorhabdus cinerea,aerobe
14343,Phreatobacter cathodiphilus,aerobe
14344,Phreatobacter oligotrophus,aerobe
14345,Phycicoccus elongatus,aerobe
14346,Phycicoccus endophyticus,aerobe
14347,Phycicoccus ginsengisoli,aerobe
14348,Phyllobacterium catacumbae,aerobe
14349,Phyllobacterium endophyticum,aerobe
14350,Phyllobacterium myrsinacearum,aerobe
14351,Phyllobacterium myrsinacearum,aerobe
14352,Phyllobacterium myrsinacearum,aerobe
14353,Phyllobacterium myrsinacearum,aerobe
14354,Phyllobacterium salinisoli,aerobe
14355,Phyllobacterium trifolii,aerobe
14356,Phytoactinopolyspora alkaliphila,aerobe
14357,Phytoactinopolyspora endophytica,aerobe
14358,Phytobacter diazotrophicus,aerobe
14359,Phytobacter sp.,aerobe
14360,Phytobacter ursingii,aerobe
14361,Phytobacter ursingii,aerobe
14362,Phytohabitans flavus,aerobe
14363,Phytohabitans houttuyneae,aerobe
14364,Phytohabitans rumicis,aerobe
14365,Phytohabitans suffuscus,aerobe
14366,Phytohalomonas tamaricis,aerobe
14367,Pigmentiphaga aceris,aerobe
14368,Pigmentiphaga daeguensis,aerobe
14369,Pigmentiphaga humi,aerobe
14370,Pigmentiphaga sp.,aerobe
14371,Piscibacillus salipiscarius,aerobe
14372,Pisciglobus halotolerans,aerobe
14373,Piscinibacter caeni,aerobe
14374,Piscinibacter defluvii,aerobe
14375,Piscinibacterium candidicorallinum,aerobe
14376,Planctobacterium marinum,aerobe
14377,Planctomonas deserti,aerobe
14378,Planifilum composti,aerobe
14379,Planifilum fimeticola,aerobe
14380,Planifilum fulgidum,aerobe
14381,Planifilum yunnanense,aerobe
14382,Planktomarina temperata,aerobe
14383,Planktosalinus lacus,aerobe
14384,Planktotalea arctica,aerobe
14385,Planktotalea frisia,aerobe
14386,Aliiroseovarius lamellibrachiae,aerobe
14387,Planobispora siamensis,aerobe
14388,Planococcus antioxidans,aerobe
14389,Planococcus columbae,aerobe
14390,Planococcus donghaensis,aerobe
14391,Planococcus glaciei,aerobe
14392,Planococcus halocryophilus,aerobe
14393,Planococcus halotolerans,aerobe
14394,Planococcus koreensis,aerobe
14395,Planococcus lenghuensis,aerobe
14396,Planococcus plakortidis,aerobe
14397,Planococcus ruber,aerobe
14398,Planococcus salinarum,aerobe
14399,Planococcus salinus,aerobe
14400,Planococcus versutus,aerobe
14401,Planococcus stackebrandtii,aerobe
14402,Planomonospora corallina,aerobe
14403,Planosporangium flavigriseum,aerobe
14404,Planosporangium mesophilum,aerobe
14405,Planotetraspora kaengkrachanensis,aerobe
14406,Planotetraspora phitsanulokensis,aerobe
14407,Planotetraspora silvatica,aerobe
14408,Planotetraspora thailandica,aerobe
14409,Plantactinospora endophytica,aerobe
14410,Plantactinospora mayteni,aerobe
14411,Plantactinospora siamensis,aerobe
14412,Plantactinospora soyae,aerobe
14413,Plasticicumulans lactativorans,aerobe
14414,Pleionea mediterranea,aerobe
14415,Pleomorphomonas diazotrophica,aerobe
14416,Pleomorphomonas koreensis,aerobe
14417,Pleomorphovibrio marinus,aerobe
14418,Plesiomonas shigelloides,aerobe
14419,Plesiomonas shigelloides,aerobe
14420,Plesiomonas shigelloides,aerobe
14421,Plesiomonas shigelloides,aerobe
14422,Pluralibacter gergoviae,aerobe
14423,Pluralibacter gergoviae,aerobe
14424,Pluralibacter pyrinus,aerobe
14425,Polaribacter aquimarinus,aerobe
14426,Polaribacter butkevichii,aerobe
14427,Polaribacter dokdonensis,aerobe
14428,Polaribacter haliotis,aerobe
14429,Polaribacter insulae,aerobe
14430,Polaribacter lacunae,aerobe
14431,Polaribacter litorisediminis,aerobe
14432,Polaribacter marinaquae,aerobe
14433,Polaribacter porphyrae,aerobe
14434,Polaribacter sejongensis,aerobe
14435,Polaribacter tangerinus,aerobe
14436,Polaromonas aquatica,aerobe
14437,Polaromonas cryoconiti,aerobe
14438,Polaromonas eurypsychrophila,aerobe
14439,Polaromonas ginsengisoli,aerobe
14440,Polaromonas glacialis,aerobe
14441,Polaromonas hydrogenivorans,aerobe
14442,Polaromonas jejuensis,aerobe
14443,Polaromonas kiwa,aerobe
14444,Polaromonas kiwa,aerobe
14445,Polaromonas kiwa,aerobe
14446,Polaromonas naphthalenivorans,aerobe
14447,Polycladomyces abyssicola,aerobe
14448,Polycladomyces subterraneus,aerobe
14449,Polymorphobacter arshaanensis,aerobe
14450,Polymorphobacter glacialis,aerobe
