"organisms","All_environments","C","M","Environment_H2S"
"Segetibacter koreensis","psychrophiles-nonhalophile-neutrophile-Bacteria-aerobe",0.010466928,0.024658317,"Non-H2S-rich"
"Flavisolibacter ginsengisoli","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010551099,0.026320171,"Non-H2S-rich"
"Filimonas lacunae","mesophile--neutrophile-Bacteria-aerobe",0.010788273,0.025345908,"Non-H2S-rich"
"Gracilimonas tropica","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.007192983,0.025658172,"Non-H2S-rich"
"Aminobacterium colombiense","mesophile---Bacteria-anaerobe",0.013935496,0.028028585,"Non-H2S-rich"
"Aminomonas paucivorans","mesophile---Bacteria-anaerobe",0.014150124,0.020673598,"Non-H2S-rich"
"Thermovirga lienii","thermophile--neutrophile-Bacteria-anaerobe",0.013752786,0.027272248,"Non-H2S-rich"
"Thermanaerovibrio acidaminovorans","thermophile---Bacteria-anaerobe",0.014360266,0.032149435,"Non-H2S-rich"
"Aminiphilus circumscriptus","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.015225088,0.024046558,"Non-H2S-rich"
"Cloacibacillus evryensis","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.016849353,0.029913859,"Non-H2S-rich"
"Jonquetella anthropi","mesophile-slight_halophile--Bacteria-anaerobe",0.016638076,0.025676199,"Non-H2S-rich"
"Salinisphaera hydrothermalis","mesophile-slight_halophile-acidophile-Bacteria-aerobe",0.01062621,0.024373743,"Non-H2S-rich"
"Rhodothermus profundi","thermophile-slight_halophile-neutrophile-Bacteria-aerobe",0.009022687,0.019833093,"Non-H2S-rich"
"Salisaeta longa","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.008135,0.021989322,"Non-H2S-rich"
"Caldisericum exile","thermophile--neutrophile-Bacteria-anaerobe",0.007580996,0.021510894,"Non-H2S-rich"
"Acidilobus saccharovorans","hyperthermophile---Archaea-anaerobe",0.008759804,0.025566122,"Non-H2S-rich"
"Ruania albidiflava","mesophile-moderate_halophile-alkaliphile-Bacteria-aerobe",0.007549868,0.018539863,"Non-H2S-rich"
"Caldicoprobacter oshimai","thermophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.013501787,0.028594889,"Non-H2S-rich"
"Anaerophaga thermohalophila","thermophile---Bacteria-anaerobe",0.009439718,0.025641466,"Non-H2S-rich"
"Natronoflexus pectinivorans","mesophile---Bacteria-anaerobe",0.00923897,0.026662052,"Non-H2S-rich"
"Alkalitalea saponilacus","mesophile-slight_halophile-alkaliphile-Bacteria-anaerobe",0.009644924,0.026233607,"Non-H2S-rich"
"Thermophagus xiamenensis","thermophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.009566305,0.024943054,"Non-H2S-rich"
"Ignavibacterium album","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.008509582,0.020769689,"Non-H2S-rich"
"Fervidicoccus fontis","thermophile--neutrophile-Archaea-anaerobe",0.00950923,0.024853638,"Non-H2S-rich"
"Jiangella gansuensis","mesophile--neutrophile-Bacteria-obligate aerobe",0.007723221,0.018319201,"Non-H2S-rich"
"Haloactinopolyspora alba","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.007838991,0.019131777,"Non-H2S-rich"
"Sutterella parvirubra","mesophile---Bacteria-anaerobe",0.012019766,0.026814402,"Non-H2S-rich"
"Parasutterella excrementihominis","mesophile---Bacteria-anaerobe",0.015001533,0.025442353,"Non-H2S-rich"
"Demequina aestuarii","mesophile---Bacteria-aerobe",0.007020596,0.021674153,"Non-H2S-rich"
"Chthonomonas calidirosea","thermophile-nonhalophile-acidophile-Bacteria-aerobe",0.0130408,0.02171762,"Non-H2S-rich"
"Rubritalea squalenifaciens","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.012213067,0.025251684,"Non-H2S-rich"
"Brachyspira murdochii","mesophile---Bacteria-anaerobe",0.01100677,0.026291643,"Non-H2S-rich"
"Kordiimonas gwangyangensis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009479038,0.02952617,"Non-H2S-rich"
"Leptotrichia hofstadii","mesophile---Bacteria-anaerobe",0.00765115,0.026402855,"Non-H2S-rich"
"Amorphus coralli","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.008802818,0.024832257,"Non-H2S-rich"
"Rhizomicrobium electricum","mesophile---Bacteria-obligate anaerobe",0.010599525,0.024713262,"Non-H2S-rich"
"Elioraea tepidiphila","mesophile--alkaliphile-Bacteria-aerobe",0.0085262,0.02350139,"Non-H2S-rich"
"Sandaracinus amylolyticus","mesophile--neutrophile-Bacteria-aerobe",0.013882714,0.0195031,"Non-H2S-rich"
"Luteimicrobium subarcticum","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.006651258,0.014947245,"Non-H2S-rich"
"Tomitella biformata","psychrophiles--neutrophile-Bacteria-aerobe",0.008563871,0.022334385,"Non-H2S-rich"
"Motilibacter peucedani","mesophile--neutrophile-Bacteria-aerobe",0.008247277,0.015451979,"Non-H2S-rich"
"Sedimenticola selenatireducens","mesophile---Bacteria-anaerobe",0.012164822,0.027006637,"Non-H2S-rich"
"Gilvimarinus chinensis","mesophile-moderate_halophile--Bacteria-aerobe",0.011856562,0.023984401,"Non-H2S-rich"
"Simiduia agarivorans","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.012296752,0.024984977,"Non-H2S-rich"
"Dasania marina","psychrophiles---Bacteria-aerobe",0.012994669,0.025605889,"Non-H2S-rich"
"Umboniibacter marinipuniceus","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.0113242,0.024457312,"Non-H2S-rich"
"Marinicella litoralis","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.010898827,0.028952564,"Non-H2S-rich"
"Arenicella xantha","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.011068363,0.025025233,"Non-H2S-rich"
"Orbus hercynius","mesophile--neutrophile-Bacteria-aerobe",0.012650298,0.025923744,"Non-H2S-rich"
"Cocleimonas flava","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.010332395,0.027114089,"Non-H2S-rich"
"Aquabacterium parvum","mesophile---Bacteria-aerobe",0.010704694,0.025875326,"Non-H2S-rich"
"Ideonella azotifigens","psychrophiles-nonhalophile-neutrophile-Bacteria-aerobe",0.010534888,0.024993671,"Non-H2S-rich"
"Aquincola tertiaricarbonis","mesophile--neutrophile-Bacteria-obligate aerobe",0.00977635,0.024332811,"Non-H2S-rich"
"Inhella inkyongensis","mesophile---Bacteria-aerobe",0.011309224,0.0222374,"Non-H2S-rich"
"Acidaminobacter hydrogenoformans","mesophile---Bacteria-anaerobe",0.011155698,0.031129841,"Non-H2S-rich"
"Anaerobranca gottschalkii","thermophile---Bacteria-anaerobe",0.010674648,0.023862428,"Non-H2S-rich"
"Anaerococcus lactolyticus","mesophile---Bacteria-anaerobe",0.008921204,0.026345885,"Non-H2S-rich"
"Anaerovorax odorimutans","mesophile---Bacteria-anaerobe",0.014456466,0.029297478,"Non-H2S-rich"
"Carboxydocella thermautotrophica","thermophile---Bacteria-anaerobe",0.013301941,0.024082143,"Non-H2S-rich"
"Mahella australiensis","thermophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.012715023,0.032159615,"Non-H2S-rich"
"Mogibacterium timidum","mesophile---Bacteria-anaerobe",0.014034137,0.031006062,"Non-H2S-rich"
"Peptoniphilus indolicus","mesophile---Bacteria-anaerobe",0.010219575,0.028099001,"Non-H2S-rich"
"Sedimentibacter saalensis","mesophile---Bacteria-anaerobe",0.013477195,0.031734868,"Non-H2S-rich"
"Soehngenia saccharolytica","mesophile---Bacteria-anaerobe",0.012639884,0.029135769,"Non-H2S-rich"
"Sporanaerobacter acetigenes","mesophile---Bacteria-anaerobe",0.01151215,0.028466322,"Non-H2S-rich"
"Symbiobacterium thermophilum","thermophile---Bacteria-anaerobe",0.009946897,0.02336367,"Non-H2S-rich"
"Thermosediminibacter oceani","thermophile---Bacteria-anaerobe",0.01262088,0.027151558,"Non-H2S-rich"
"Tissierella creatinini","mesophile---Bacteria-anaerobe",0.010957523,0.027921319,"Non-H2S-rich"
"Caldicellulosiruptor bescii","thermophile--neutrophile-Bacteria-anaerobe",0.012949931,0.023084723,"Non-H2S-rich"
"Thermaerobacter marianensis","thermophile--neutrophile-Bacteria-obligate aerobe",0.008058246,0.018588537,"Non-H2S-rich"
"Thermoanaerobacterium xylanolyticum","thermophile--neutrophile-Bacteria-anaerobe",0.010978584,0.028071692,"Non-H2S-rich"
"Thermovenabulum gondwanense","thermophile--neutrophile-Bacteria-anaerobe",0.01201477,0.02609074,"Non-H2S-rich"
"Anaerovirgula multivorans","mesophile---Bacteria-anaerobe",0.011489806,0.030133072,"Non-H2S-rich"
"Proteiniborus ethanoligenes","mesophile--alkaliphile-Bacteria-anaerobe",0.010541285,0.02747981,"Non-H2S-rich"
"Proteocatella sphenisci","mesophile-nonhalophile-alkaliphile-Bacteria-anaerobe",0.012331982,0.03236754,"Non-H2S-rich"
"Pseudoflavonifractor capillosus","mesophile---Bacteria-anaerobe",0.018080101,0.028975243,"Non-H2S-rich"
"Syntrophaceticus schinkii","mesophile---Bacteria-anaerobe",0.017767348,0.026808235,"Non-H2S-rich"
"Natranaerovirga pectinivora","mesophile---Bacteria-anaerobe",0.010720091,0.027304421,"Non-H2S-rich"
"Acetatifactor muris","mesophile---Bacteria-anaerobe",0.017705653,0.031653281,"Non-H2S-rich"
"Caldithrix abyssi","thermophile---Bacteria-anaerobe",0.008535357,0.023893301,"Non-H2S-rich"
"Archaeoglobus profundus","hyperthermophile---Archaea-anaerobe",0.014270048,0.023965066,"Non-H2S-rich"
"Ferroglobus placidus","hyperthermophile---Archaea-anaerobe",0.012569426,0.023187733,"Non-H2S-rich"
"Geoglobus acetivorans","hyperthermophile---Archaea-anaerobe",0.011419038,0.02745958,"Non-H2S-rich"
"Exiguobacterium antarcticum","mesophile---Bacteria-aerobe",0.007212156,0.027091133,"Non-H2S-rich"
"Gemella cuniculi","mesophile---Bacteria-anaerobe",0.008724388,0.023371733,"Non-H2S-rich"
"Thermicanus aegyptius","thermophile---Bacteria-anaerobe",0.007173176,0.028440094,"Non-H2S-rich"
"Phocaeicola abscessus","mesophile---Bacteria-anaerobe",0.013626826,0.028251842,"Non-H2S-rich"
"Oceanotoga teriensis","thermophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.007938607,0.025907451,"Non-H2S-rich"
"Ohtaekwangia koreensis","---Bacteria-aerobe",0.008952693,0.024050052,"Non-H2S-rich"
"Algiphilus aromaticivorans","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.011496506,0.024274546,"Non-H2S-rich"
"Solimonas variicoloris","mesophile--neutrophile-Bacteria-aerobe",0.010917686,0.021234392,"Non-H2S-rich"
"Brumimicrobium mesophilum","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.009010039,0.024996988,"Non-H2S-rich"
"Luteivirga sdotyamensis","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.00997356,0.025549794,"Non-H2S-rich"
"Pontimonas salivibrio","mesophile--alkaliphile-Bacteria-aerobe",0.005799538,0.021126841,"Non-H2S-rich"
"Nafulsella turpanensis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009546739,0.024672944,"Non-H2S-rich"
"Dehalogenimonas alkenigignens","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.013669568,0.026280332,"Non-H2S-rich"
"Aureicoccus marinus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009031524,0.024455346,"Non-H2S-rich"
"Reyranella soli","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010418636,0.025710254,"Non-H2S-rich"
"Mangrovimonas yunxiaonensis","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.009250945,0.023457932,"Non-H2S-rich"
"Rubrivirga marina","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.006908643,0.016773536,"Non-H2S-rich"
"Rhodomicrobium udaipurense","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.010553157,0.022833254,"Non-H2S-rich"
"Oceanobacillus chungangensis","mesophile-moderate_halophile-acidophile-Bacteria-aerobe",0.007312568,0.027989335,"Non-H2S-rich"
"Marinicauda pacifica","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008818996,0.024210739,"Non-H2S-rich"
"Ilumatobacter nonamiensis","psychrophiles--alkaliphile-Bacteria-aerobe",0.00886125,0.021724041,"Non-H2S-rich"
"Muricauda taeanensis","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.008612198,0.027163995,"Non-H2S-rich"
"Hyphomicrobium nitrativorans","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.009490119,0.023302507,"Non-H2S-rich"
"Pustulibacterium marinum","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.009251481,0.024626977,"Non-H2S-rich"
"Actinotalea ferrariae","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.007165095,0.016482261,"Non-H2S-rich"
"Brevifollis gellanilyticus","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.011264561,0.025626475,"Non-H2S-rich"
"Caballeronia terrestris","psychrophiles-nonhalophile-neutrophile-Bacteria-anaerobe",0.011389033,0.024660688,"Non-H2S-rich"
"Pararhodospirillum oryzae","mesophile--neutrophile-Bacteria-anaerobe",0.010390167,0.022952575,"Non-H2S-rich"
"Halopenitus malekzadehii","mesophile-extreme_halophile-neutrophile-Archaea-anaerobe",0.00853615,0.017118757,"Non-H2S-rich"
"Halopelagius longus","mesophile-moderate_halophile-neutrophile-Archaea-aerobe",0.007827717,0.018325998,"Non-H2S-rich"
"Tenuibacillus multivorans","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.007364531,0.029370511,"Non-H2S-rich"
"Acetanaerobacterium elongatum","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.01698054,0.027339136,"Non-H2S-rich"
"Mucispirillum schaedleri","mesophile-slight_halophile--Bacteria-anaerobe",0.013006225,0.027883763,"Non-H2S-rich"
"Subsaximicrobium wynnwilliamsii","psychrophiles-nonhalophile--Bacteria-aerobe",0.009055159,0.024346172,"Non-H2S-rich"
"Gelidibacter gilvus","psychrophiles-nonhalophile--Bacteria-obligate aerobe",0.00847752,0.025472441,"Non-H2S-rich"
"Pilibacter termitis","mesophile---Bacteria-anaerobe",0.00744003,0.026755036,"Non-H2S-rich"
"Roseivirga echinicomitans","psychrophiles-slight_halophile--Bacteria-aerobe",0.007873927,0.026724106,"Non-H2S-rich"
"Methylobacter tundripaludum","psychrophiles--neutrophile-Bacteria-aerobe",0.012918496,0.025755289,"Non-H2S-rich"
"Eikenella sp.","mesophile---Bacteria-anaerobe",0.013182149,0.024926666,"Non-H2S-rich"
"Halovivax asiaticus","mesophile-extreme_halophile-neutrophile-Archaea-aerobe",0.009345957,0.017796193,"Non-H2S-rich"
"Sediminicola luteus","psychrophiles--neutrophile-Bacteria-aerobe",0.008646992,0.026055855,"Non-H2S-rich"
"Caldalkalibacillus thermarum","thermophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.01022297,0.027181938,"Non-H2S-rich"
"Psychroserpens mesophilus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009180501,0.022735056,"Non-H2S-rich"
"Halococcus hamelinensis","mesophile-moderate_halophile-neutrophile-Archaea-aerobe",0.008706423,0.019004157,"Non-H2S-rich"
"Natronorubrum aibiense","mesophile-moderate_halophile-alkaliphile-Archaea-aerobe",0.009608815,0.018754945,"Non-H2S-rich"
"Neptuniibacter caesariensis","mesophile-slight_halophile--Bacteria-aerobe",0.012272486,0.026962213,"Non-H2S-rich"
"Paraferrimonas sedimenticola","mesophile-slight_halophile-neutrophile-Bacteria-obligate aerobe",0.012258947,0.026699788,"Non-H2S-rich"
"Fulvivirga kasyanovii","mesophile-slight_halophile--Bacteria-aerobe",0.009406517,0.025158027,"Non-H2S-rich"
"Marixanthomonas ophiurae","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.008226934,0.023636378,"Non-H2S-rich"
"Tamlana crocina","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.008908587,0.022885899,"Non-H2S-rich"
"Altererythrobacter epoxidivorans","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009562872,0.027603132,"Non-H2S-rich"
"Methylorubrum salsuginis","mesophile--neutrophile-Bacteria-aerobe",0.009793137,0.021291222,"Non-H2S-rich"
"Caenispirillum bisanense","mesophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.010079952,0.024935002,"Non-H2S-rich"
"Longilinea arvoryzae","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.010623469,0.02474975,"Non-H2S-rich"
"Paenisporosarcina quisquiliarum","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.007920789,0.028821355,"Non-H2S-rich"
"Roseateles terrae","psychrophiles---Bacteria-aerobe",0.010000031,0.025507829,"Non-H2S-rich"
"Brucella pinnipedialis","mesophile--neutrophile-Bacteria-aerobe",0.010883402,0.027490436,"Non-H2S-rich"
"Halogeometricum pallidum","mesophile-moderate_halophile-neutrophile-Archaea-aerobe",0.008699741,0.018415802,"Non-H2S-rich"
"Nubsella zeaxanthinifaciens","mesophile--neutrophile-Bacteria-aerobe",0.009203111,0.023454824,"Non-H2S-rich"
"Croceitalea dokdonensis","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.008700268,0.025287159,"Non-H2S-rich"
"Filomicrobium insigne","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010610877,0.024874936,"Non-H2S-rich"
"Nitratireductor basaltis","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.009296432,0.027686485,"Non-H2S-rich"
"Lacinutrix mariniflava","psychrophiles-slight_halophile-neutrophile-Bacteria-aerobe",0.008941922,0.021616023,"Non-H2S-rich"
"Tuwongella immobilis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.011343064,0.024618182,"Non-H2S-rich"
"Anaeroglobus geminatus","mesophile---Bacteria-anaerobe",0.015830507,0.028393353,"Non-H2S-rich"
"Paracraurococcus ruber","mesophile---Bacteria-obligate aerobe",0.009733943,0.022750192,"Non-H2S-rich"
"Giesbergeria anulus","mesophile---Bacteria-aerobe",0.011389924,0.024909313,"Non-H2S-rich"
"Fonticella tunisiensis","thermophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.012675869,0.028814682,"Non-H2S-rich"
"Keratinibaculum paraultunense","thermophile---Bacteria-anaerobe",0.010382712,0.027217137,"Non-H2S-rich"
"Senegalimassilia anaerobia","mesophile---Bacteria-obligate anaerobe",0.018231281,0.028282869,"Non-H2S-rich"
"Enorma massiliensis","mesophile---Bacteria-obligate anaerobe",0.016304589,0.026944927,"Non-H2S-rich"
"Rudaeicoccus suwonensis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009291353,0.020478032,"Non-H2S-rich"
"Coprobacillus cateniformis","mesophile---Bacteria-anaerobe",0.016020866,0.032075677,"Non-H2S-rich"
"Pseudozobellia thermophila","mesophile-slight_halophile--Bacteria-aerobe",0.00885868,0.0248439,"Non-H2S-rich"
"Jatrophihabitans endophyticus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008229431,0.016074076,"Non-H2S-rich"
"Klenkia soli","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.007533403,0.015883754,"Non-H2S-rich"
"Stomatobaculum longum","mesophile--neutrophile-Bacteria-anaerobe",0.01511973,0.027033292,"Non-H2S-rich"
"Pleomorphomonas diazotrophica","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008788407,0.024491524,"Non-H2S-rich"
"Alloprevotella rava","mesophile--neutrophile-Bacteria-anaerobe",0.014561799,0.0267971,"Non-H2S-rich"
"Citreimonas salinaria","mesophile---Bacteria-obligate aerobe",0.00990834,0.027945037,"Non-H2S-rich"
"Thalassococcus halodurans","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.010102844,0.029051281,"Non-H2S-rich"
"Pelagimonas varians","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.010745262,0.029460466,"Non-H2S-rich"
"Magnetovibrio blakemorei","mesophile--neutrophile-Bacteria-anaerobe",0.011530467,0.02933722,"Non-H2S-rich"
"Thermacetogenium phaeum","thermophile---Bacteria-anaerobe",0.01581898,0.023569821,"Non-H2S-rich"
"Brockia lithotrophica","thermophile--neutrophile-Bacteria-anaerobe",0.005853444,0.016783486,"Non-H2S-rich"
"Anaerospora hongkongensis","mesophile---Bacteria-anaerobe",0.01349633,0.028370176,"Non-H2S-rich"
"Roseimicrobium gellanilyticum","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.011987086,0.026131475,"Non-H2S-rich"
"Litorilinea aerophila","thermophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009415553,0.02221351,"Non-H2S-rich"
"Aciduliprofundum boonei","thermophile---Archaea-anaerobe",0.008426164,0.030564051,"Non-H2S-rich"
"Fontimonas thermophila","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.012058299,0.021723003,"Non-H2S-rich"
"Fretibacterium fastidiosum","mesophile--neutrophile-Bacteria-anaerobe",0.014714308,0.030891174,"Non-H2S-rich"
"Humitalea rosea","psychrophiles-nonhalophile-neutrophile-Bacteria-aerobe",0.009653372,0.025418234,"Non-H2S-rich"
"Zoogloea ramigera","mesophile---Bacteria-aerobe",0.011372322,0.022732764,"Non-H2S-rich"
"Halioglobus japonicus","psychrophiles-nonhalophile-neutrophile-Bacteria-aerobe",0.013297646,0.027172974,"Non-H2S-rich"
"Saliterribacillus persicus","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.007586862,0.027727861,"Non-H2S-rich"
"Tepidibacillus fermentans","thermophile---Bacteria-anaerobe",0.006363466,0.028485043,"Non-H2S-rich"
"Thermolongibacillus altinsuensis","thermophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.010055893,0.029706604,"Non-H2S-rich"
"Alloscardovia macacae","mesophile---Bacteria-obligate anaerobe",0.008658951,0.025391721,"Non-H2S-rich"
"Pseudoscardovia suis","mesophile---Bacteria-anaerobe",0.011530978,0.026075643,"Non-H2S-rich"
"Falsochrobactrum ovis","mesophile---Bacteria-aerobe",0.009267274,0.026566745,"Non-H2S-rich"
"Pisciglobus halotolerans","mesophile---Bacteria-aerobe",0.006612834,0.027879984,"Non-H2S-rich"
"Allochromatium palmeri","mesophile---Bacteria-anaerobe",0.011173473,0.022697336,"Non-H2S-rich"
"Thermochromatium tepidum","mesophile---Bacteria-anaerobe",0.012217612,0.021666498,"Non-H2S-rich"
"Fervidicella metallireducens","thermophile--neutrophile-Bacteria-anaerobe",0.014224011,0.027703071,"Non-H2S-rich"
"Youngiibacter fragilis","mesophile---Bacteria-anaerobe",0.011542201,0.032934774,"Non-H2S-rich"
"Hungatella effluvii","mesophile---Bacteria-anaerobe",0.017138388,0.032807879,"Non-H2S-rich"
"Rhodoferax antarcticus","psychrophiles---Bacteria-anaerobe",0.012345785,0.02675015,"Non-H2S-rich"
"Seleniivibrio woodruffii","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.014095716,0.031273286,"Non-H2S-rich"
"Sinomicrobium oceani","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009796914,0.025482702,"Non-H2S-rich"
"Haloferax larsenii","mesophile-moderate_halophile-neutrophile-Archaea-aerobe",0.008052425,0.018800398,"Non-H2S-rich"
"Natronobacterium texcoconense","mesophile-moderate_halophile-alkaliphile-Archaea-aerobe",0.008781077,0.017779368,"Non-H2S-rich"
"Eisenbergiella tayi","mesophile---Bacteria-anaerobe",0.016837694,0.03217121,"Non-H2S-rich"
"Methylomarinum vadi","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.01283433,0.025989151,"Non-H2S-rich"
"Noviherbaspirillum massiliense","mesophile---Bacteria-aerobe",0.01091366,0.027569764,"Non-H2S-rich"
"Streptomonospora alba","mesophile---Bacteria-aerobe",0.009147594,0.019502378,"Non-H2S-rich"
"Fontibacillus panacisegetis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009726546,0.028832251,"Non-H2S-rich"
"Pseudohoeflea suaedae","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.009431454,0.027895104,"Non-H2S-rich"
"Coprobacter fastidiosus","mesophile---Bacteria-anaerobe",0.013998985,0.02609556,"Non-H2S-rich"
"Hallella seregens","mesophile---Bacteria-anaerobe",0.014101874,0.029312416,"Non-H2S-rich"
"Ruegeria denitrificans","mesophile---Bacteria-aerobe",0.01083755,0.028332935,"Non-H2S-rich"
"Ciceribacter lividus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010307355,0.026401132,"Non-H2S-rich"
"Roseovarius litoreus","mesophile---Bacteria-aerobe",0.010636504,0.029690612,"Non-H2S-rich"
"Cognatishimia maritima","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010336226,0.029022524,"Non-H2S-rich"
"Donghicola eburneus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010581553,0.030176088,"Non-H2S-rich"
"Lutimaribacter saemankumensis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010059267,0.029683201,"Non-H2S-rich"
"Salinihabitans flavidus","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.010098187,0.028619331,"Non-H2S-rich"
"Hasllibacter halocynthiae","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.008933846,0.02520657,"Non-H2S-rich"
"Actibacterium mucosum","mesophile-slight_halophile--Bacteria-aerobe",0.00963144,0.028344377,"Non-H2S-rich"
"Planktomarina temperata","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.011295677,0.029670473,"Non-H2S-rich"
"Limimonas halophila","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.009290286,0.023104949,"Non-H2S-rich"
"Marininema mesophilum","mesophile--neutrophile-Bacteria-aerobe",0.010273488,0.028043659,"Non-H2S-rich"
"Calderihabitans maritimus","thermophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.01320057,0.024747629,"Non-H2S-rich"
"Vulcaniibacterium thermophilum","thermophile---Bacteria-aerobe",0.010114393,0.02044925,"Non-H2S-rich"
"Belliella pelovolcani","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.007716938,0.025898843,"Non-H2S-rich"
"Nitritalea halalkaliphila","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.012171831,0.025175335,"Non-H2S-rich"
"Mariniradius saccharolyticus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.00841961,0.026429262,"Non-H2S-rich"
"Actinopolyspora xinjiangensis","mesophile---Bacteria-aerobe",0.010033123,0.018941365,"Non-H2S-rich"
"Sediminibacterium salmoneum","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010395291,0.027045875,"Non-H2S-rich"
"Aminivibrio pyruvatiphilus","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.013162572,0.02755661,"Non-H2S-rich"
"Christensenella minuta","mesophile--neutrophile-Bacteria-anaerobe",0.016614506,0.031508006,"Non-H2S-rich"
"Eilatimonas milleporae","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009684735,0.026597777,"Non-H2S-rich"
"Methyloligella halotolerans","mesophile---Bacteria-aerobe",0.011264675,0.024918539,"Non-H2S-rich"
"Phreatobacter oligotrophus","mesophile---Bacteria-aerobe",0.008813428,0.025570189,"Non-H2S-rich"
"Plasticicumulans lactativorans","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.011948068,0.019752666,"Non-H2S-rich"
